route_label,route_index,route_option_id,distance_km,optimized_route_time_min,optimized_route_cost,traffic_density_index,estimated_co2_kgco2e,delivery_efficiency_score,route_reliability_index,time_score,cost_score,co2_score,reliability_score,traffic_score,efficiency_score,delivery_option_score,score_rank,score_category
Route option 604,603,604,16.561752967794718,20.03,228.36,0.3251415350572952,11.592949227058249,0.0951,0.591,95.35360095925658,93.53165110320457,68.17275749257604,48.566610455311974,84.78397325308855,7.470564352415754,73.38548741962828,197,Good
Route option 225,224,225,1.607797777588425,6.94,37.71,0.727227744879201,1.1254314708838211,0.2519,0.441,98.62356673577978,99.31937681388204,98.75803898560484,23.271500843170323,34.25348850552842,20.20300446609826,73.3678976988254,198,Good
Route option 449,448,449,3.824731527752219,7.52,41.45,0.833912620287051,2.677247903321703,0.3521,0.503,98.4786790237566,99.20583842333427,94.22375076969772,33.726812816188875,20.846317759783485,28.339423467316287,73.33980669442454,199,Good
Route option 552,551,552,6.438906840774427,38.94,305.82,0.817255780844661,4.507126765385841,0.0501,0.666,90.62976193450076,91.1801313888113,88.87698552906922,61.21416526138282,22.939595646033425,3.816483962647179,73.30884186194199,200,Good
Route option 204,203,204,3.059209083398859,10.23,48.93,0.9399815585880278,2.1413950351609885,0.2671,0.545,97.80170367964827,98.97876164223871,95.78947162093532,40.80944350758855,7.5165523062968935,21.437271619975643,73.28886848275742,201,Good
Route option 307,306,307,5.267545572992804,15.32,148.37,0.7238165708816706,3.6871935294330336,0.0613,0.546,96.53018910344483,95.95997619943898,91.27276735731728,40.97807757166949,34.682173378182554,4.725943970767358,73.21635495059661,202,Good
Route option 555,554,555,4.543507287638992,12.84,70.44,0.6820090908597829,3.1803788766076253,0.289,0.469,97.14970897554396,98.3257641072968,92.75364077760007,27.99325463743676,39.93615170416301,23.215590742996348,73.03655044602165,203,Good
Route option 400,399,400,32.20821355528242,39.54,405.41,0.2751927435332816,22.54520914342299,0.0247,0.868,90.47987809447677,88.1567922672463,36.17109670444509,95.27824620573355,91.06107648769375,1.7539585870889163,73.01956306772642,204,Good
Route option 485,484,485,23.67110464820428,40.12,450.48,0.4339320671073984,16.569376132383823,0.0243,0.806,90.3349903824536,86.78856358757028,53.63202097086494,84.82293423271503,71.11218300971872,1.7214778725131954,72.99459507786156,205,Good
Route option 318,317,318,20.334227704284675,38.34,339.55,0.538031504179084,14.23361825318921,0.1017,0.761,90.77964577452474,90.15616082379084,60.45692577626518,77.23440134907253,58.02992629788004,8.006496142915145,72.95159047047767,206,Good
Route option 223,222,223,5.7301890395766,28.33,177.27,0.8108824536704109,4.011036194443531,0.1364,0.592,93.28020783892484,95.08263409066072,90.32652400722063,48.735244519392914,23.740536597756932,10.824198132358914,72.91651185799451,207,Good
Route option 331,330,331,13.62275379635237,22.77,235.23,0.4263087278290922,9.53569911354963,0.1683,0.566,94.66913142314706,93.3230926157545,74.18388403555336,44.350758853288355,72.0702139486523,13.414535119772639,72.89231573818019,208,Good
Route option 414,413,414,2.3492992736038087,3.34,35.97,0.7585390885719241,1.6444700781985098,0.2304,0.446,99.52286977592367,99.37219948755936,97.24144811083843,24.114671163575046,30.31856774415354,18.45716605765327,72.86702519041924,209,Good
Route option 137,136,137,4.890922647508447,9.2,84.52,0.8059400826986598,3.423563800057371,0.2941,0.511,98.05900427168945,97.89832546052871,92.04307314238551,35.075885328836435,24.361648177573283,23.629719853836786,72.83506210825645,210,Good
Route option 273,272,273,24.895686362441957,47.04,351.19,0.389069272215001,17.42656278799614,0.0416,0.791,88.60633009417701,89.80279535160471,51.12738751672,82.29342327150086,76.75012511682876,3.1262687779131144,72.75368257321506,211,Good
Route option 523,522,523,15.67038383021238,28.34,359.59,0.5904835576811022,10.96900578492063,0.1363,0.688,93.27770977492445,89.54778934074874,69.99587222311963,64.92411467116357,51.438236195809935,10.816077953714984,72.733518330414,212,Good
Route option 941,940,941,14.000980740217882,19.71,307.31,0.7019172442526771,9.800451628882078,0.1931,0.675,95.43353900726937,91.1348981797428,73.41029755630866,62.73187183811131,37.43427868091932,15.42833942346732,72.72748103336716,213,Good
Route option 73,72,73,11.039182433384916,16.47,184.36,0.5829613764554658,7.727242503092679,0.1717,0.56,96.24291174339886,94.8673968743549,79.46805510525398,43.33895446880271,52.38355452408277,13.690621193666264,72.67975290571637,214,Good
Route option 869,868,869,14.84230723266976,31.1,346.44,0.4528037782931151,10.389366058975304,0.0935,0.628,92.58824411081412,89.94699517917208,71.68953490376066,54.80607082630692,68.7405604796832,7.34064149411287,72.63173387187275,215,Good
Route option 921,920,921,16.939461567128525,28.22,306.76,0.4816132660015026,11.857338909914578,0.0342,0.666,93.30768654292922,91.15159500188219,67.40023118190955,61.21416526138282,65.12004989346218,2.5253755582622825,72.62302092397557,216,Good
Route option 455,454,455,29.442912448691104,36.95,475.81,0.3487469126995076,20.609544761241967,0.0791,0.842,91.1268766705803,86.0195990334058,41.826959095518134,90.893760539629,81.81746720096973,6.1713357693869275,72.55510053116888,217,Good
Route option 651,650,651,11.235253476253025,15.07,182.51,0.4721729907642678,7.864488943689058,0.1245,0.521,96.59264070345482,94.92355891246007,79.06703156583077,36.762225969645876,66.30641657860453,9.857896873731223,72.54597951011685,218,Good
Route option 491,490,491,15.00339422076764,22.75,331.43,0.5671757744522791,10.502124248147059,0.0842,0.655,94.67412755114786,90.40266663428496,71.36006415082805,59.35919055649242,54.36734332799718,6.585464880227365,72.49322056290316,219,Good
Route option 808,807,808,8.921900375611134,14.47,136.11,0.6598712302879,6.2451805835082554,0.1939,0.536,96.74252454347881,96.33216354385496,83.79852600164679,39.29173693086005,42.718233751857746,15.493300852618761,72.46940492186718,220,Good
Route option 865,864,865,22.394095298669537,98.95,401.32,0.2864619949331106,15.675491011622585,0.02,0.794,75.63887986810222,88.28095590824641,56.24388451652608,82.79932546374368,89.64486095464252,1.3723101908241986,72.43790498215544,221,Good
Route option 279,278,279,32.07109753744024,56.87,318.76,0.2645667633551888,22.449230231278133,0.0346,0.853,86.15073318178412,90.78730070065937,36.45153970093426,92.74873524451941,92.39645162914618,2.557856272838003,72.41777672718267,222,Good
Route option 852,851,852,12.77954673178184,21.03,233.73,0.43384243724387,8.945468314523009,0.0454,0.553,95.10379455921661,93.36862940340737,75.90849301684084,42.1585160202361,71.12344686394032,3.434835566382461,72.38739771549537,223,Good
Route option 111,110,111,7.894864874389162,58.25,260.64,0.6993536583170163,5.5262729628472504,0.0338,0.637,85.80600034972896,92.5516994329152,85.89911875511315,56.32377740303542,37.75644650676528,2.4928948436865612,72.31136451877506,224,Good
Route option 339,338,339,6.930225023774459,29.32,254.44,0.6479949371708464,4.851041250822603,0.0989,0.551,93.03289950288527,92.73991815521366,87.87209386405065,41.82124789207421,44.21073668667521,7.7791311408851,72.29686680175907,225,Good
Route option 170,169,170,16.930096756153247,66.32,422.69,0.4041457830193846,11.85078369934185,0.0446,0.703,83.79006270140641,87.63220847348543,67.41938500283283,67.45362563237774,74.85544835190125,3.36987413723102,72.28406415421381,226,Good
Route option 991,990,991,9.783524983481712,24.21,114.64,0.8446342927665877,6.8483033538606035,0.1587,0.627,94.30941020708951,96.98394676445945,82.03624767207806,54.637436762225974,19.49891689285117,12.634997969955341,72.2768622525574,227,Good
Route option 317,316,317,14.461844750456455,23.79,201.07,0.4384460574358476,10.1230487043042,0.121,0.566,94.4143288951063,94.36011705990211,72.46769372315124,44.350758853288355,70.54490635642748,9.573690621193668,72.2751395591496,228,Good
Route option 656,655,656,21.40871716329007,44.78,370.22,0.4613512180253987,14.985742848181129,0.0437,0.75,89.17089255826735,89.2250853055822,58.259275579580404,75.37942664418213,67.66639712249135,3.2967925294356486,72.25137913522235,229,Good
Route option 70,69,70,17.18053817870338,43.41,480.91,0.2659466176151926,12.026088493563915,0.0676,0.626,89.5131273263221,85.8647739553861,66.90715788239669,54.468802698145026,92.2230442778474,5.237515225334957,72.18031045562131,230,Good
Route option 293,292,293,11.142636343482913,17.09,106.4,0.7404258948960454,7.799658504553327,0.0553,0.606,96.08803177537409,97.23409551796578,79.25646112080939,51.09612141652614,32.594866792494415,4.2387332521315475,72.16918836403156,231,Good
Route option 526,525,526,14.6592337483131,61.24,347.6,0.4968848728796312,10.261217691281711,0.0321,0.68,85.05907921360945,89.91178006338721,72.0639745741848,63.57504215851604,63.2008552541638,2.3548518067397484,72.1630020464021,232,Good
Route option 361,360,361,1.5736239258142992,2.51,24.48,0.8911638576076084,1.1015103479639925,0.2849,0.451,99.73020908795684,99.72101128098019,98.82793466624035,24.957841483979767,13.65151051810583,22.88266341859521,72.0980802598838,233,Good
Route option 36,35,36,18.12581223225412,49.11,454.22,0.5855889494611248,12.687764472536596,0.0599,0.755,88.08923084609428,86.67502519702249,64.9737915824334,76.22259696458686,52.05334539369662,4.612261469752336,71.87676611000636,234,Good
Route option 401,400,401,17.689604162483292,27.5,275.85,0.4325778460965321,12.38242614179831,0.0702,0.625,93.48754715095801,92.08995640611529,65.86596669154495,54.300168634064086,71.28236901078728,5.448639870077142,71.8426950056963,235,Good
Route option 777,776,777,3.151097189507251,6.3,45.61,0.8508925807845755,2.2057151678641254,0.411,0.444,98.78344283180535,99.07954973224369,95.60153314208878,23.77740303541316,18.71243300080514,33.12220868859115,71.7558161399247,236,Good
Route option 971,970,971,19.64536778362483,39.49,255.46,0.3708538402689538,13.751427865475177,0.0741,0.641,90.49236841447878,92.70895313960972,61.86584898852981,56.9983136593592,79.0392725275983,5.765326837190419,71.69858288444135,237,Good
Route option 328,327,328,1.0766901543821723,6.96,31.83,0.8730717752048387,0.7536650448354124,0.2513,0.436,98.61857060777898,99.49788102148122,99.8443118781099,22.428330522765602,15.925156496438882,20.154283394234678,71.67026421928826,238,Good
Route option 477,476,477,7.401964847349682,21.59,223.38,0.8687483920132064,5.181251213120887,0.0885,0.606,94.96390297519423,93.68283323821204,86.90724576119092,51.09612141652614,16.468479403532353,6.934632561916362,71.66896253473328,239,Good
Route option 5,4,5,14.325536580302918,20.82,258.06,0.5680937465626604,10.02763527198843,0.1375,0.598,95.15625390322501,92.63002270767811,72.7464844310889,49.747048903878586,54.25198106341503,10.913520097442147,71.66416032194216,240,Good
Route option 49,48,49,27.633372649789656,33.79,543.65,0.3529684141973934,19.34289725999023,0.0287,0.802,91.9162648947066,83.96012191715947,45.52800563593351,84.14839797639124,81.28694784507037,2.078765732846123,71.61959143778418,241,Good
Route option 795,794,795,22.412798397615425,118.1,772.03,0.2946897822810384,15.68858286710974,0.0084,0.869,70.8550873073368,77.0269942077206,56.20563112210459,95.44688026981451,88.6108685596415,0.4303694681282988,71.5998054668711,242,Good
Route option 573,572,573,16.753289361146216,55.22,490.2,0.5248879844020463,11.727021489069136,0.0178,0.72,86.56291374185005,85.58274945052277,67.78100865875234,70.32040472175379,59.68168258645562,1.1936662606577346,71.46631731919187,243,Good
Route option 47,46,47,4.315749733100078,8.06,83.38,0.9985872206629762,3.0209524094345577,0.1104,0.553,98.34378356773502,97.93293341914487,93.2194726481074,42.1585160202361,0.15153345894444994,8.71295168493707,71.44271569359135,244,Good
Route option 855,854,855,5.988380464527308,16.27,156.32,0.8445403032341634,4.191765860327079,0.0579,0.551,96.29287302340687,95.71863122487886,89.79844582918946,41.82124789207421,19.510728630032364,4.449857896873732,71.38972764321628,245,Good
Route option 151,150,151,17.425194321172764,42.67,425.61,0.5925554767415873,12.197343688786958,0.0916,0.714,89.69798406235168,87.54356352685456,66.40676337865192,69.30860033726812,51.177856526160504,7.186358099878198,71.38882398756782,246,Good
Route option 226,225,226,23.969630307760784,75.68,496.63,0.240364456496099,16.778339085818903,0.0261,0.75,81.4518747970323,85.3875484207842,53.02144729893048,75.37942664418213,95.43797423729701,1.867641088103939,71.33631127526725,247,Good
Route option 730,729,730,24.71977641579988,55.37,486.13,0.4349059134078994,17.303428776522736,0.0532,0.797,86.52544278184408,85.70630593435416,51.487175624082745,83.30522765598653,70.98979899248089,4.068209500609013,71.28157955473618,248,Good
Route option 508,507,508,22.518341015053668,37.91,366.2,0.4796681566275136,15.76246092866709,0.0514,0.733,90.88706252654194,89.34712389649185,55.98976511055109,72.51264755480608,65.3644932918026,3.922046285018271,71.2793597166369,249,Good
Route option 825,824,825,16.761829493317883,25.04,185.92,0.5327916863801934,11.732999438314668,0.0384,0.615,94.10207089505633,94.82003861519593,67.76354155101157,52.61382799325464,58.688418250349905,2.866423061307349,71.26023586655464,250,Good
Route option 743,742,743,10.595821122579231,25.53,261.21,0.7447337700938013,7.4168970236372695,0.1131,0.604,93.97966575903676,92.53439545360712,80.37486071765754,50.75885328836425,32.05349278697701,8.932196508323184,71.20025718372987,251,Good
Route option 824,823,824,11.881717663972708,48.44,260.23,0.5109058323190712,8.317003029602493,0.0607,0.575,88.25660113412106,92.56414615487365,77.74482022407699,45.868465430016855,61.43883044506978,4.677222898903777,71.15179178927373,252,Good
Route option 131,130,131,8.949436883341487,19.13,135.68,0.5770931875262748,6.264455676949707,0.1987,0.472,95.57842671929255,96.34521742298212,83.74220566167281,28.499156829679595,53.12101436214491,15.883069427527408,71.12636651739993,253,Good
Route option 227,226,227,15.76199777724002,95.93,357.99,0.2836502918034732,11.033134010866707,0.0206,0.639,76.39329519622294,89.59636191424512,69.80849448105158,56.66104553119731,89.99820986001717,1.4210312626877795,71.05313669773209,254,Good
Route option 338,337,338,19.08359806628491,32.33,221.01,0.671428582290281,13.358198487939802,0.12,0.703,92.28098223876496,93.75478136270354,63.01483497387994,67.45362563237774,41.26581239342029,9.492488834754365,71.05279227131899,255,Good
Route option 685,684,685,17.52993179168554,50.27,497.72,0.3300125158056922,12.270658161004135,0.039,0.638,87.79945542204793,85.35445835508979,66.19254413178678,56.49241146711637,84.1718333378163,2.9151441331709305,71.04034162223769,256,Good
Route option 258,257,258,22.09094310572852,30.14,325.99,0.4112102768575144,15.463289562435982,0.0963,0.669,92.8280582548525,90.56781338417264,56.863920823870515,61.720067453625646,73.96764795134794,7.568006496142915,71.01433314443973,257,Good
Route option 985,984,985,27.77508548781452,31.54,577.56,0.2422052918656726,19.442093869143818,0.0307,0.747,92.47832929479652,82.93068693762066,45.238160776360495,74.8735244519393,95.20663503368144,2.2411693057247266,70.99877029961581,258,Good
Route option 175,174,175,12.13179829415223,94.3,290.72,0.6492674887735266,8.49205527521801,0.021,0.704,76.80047962828807,91.63853505118334,77.23333103123761,67.62225969645868,44.050814143253014,1.4535119772635001,70.99834464618388,259,Good
Route option 451,450,451,14.24213691440838,23.77,224.85,0.7451680923402175,9.969256905027573,0.0807,0.648,94.4193250231071,93.63820718631224,72.91706152760712,58.17875210792581,31.99891117459646,6.30125862768981,70.99147629421495,260,Good
Route option 765,764,765,7.579467694211501,28.16,164.16,0.7048273405696392,5.305500228024613,0.1029,0.523,93.32267492693163,95.48062561474664,86.54419969959525,37.099494097807764,37.06856462764871,8.103938286642308,70.928662229893,261,Good
Route option 793,792,793,28.90744919878808,32.39,456.88,0.2266585595516067,20.234729469578554,0.1198,0.722,92.26599385476256,86.59427329358478,42.9221405387648,70.65767284991568,97.1604048991495,9.476248477466505,70.82397604813208,262,Good
Route option 155,154,155,5.931236447653133,10.4,125.83,0.9548425165195276,4.151766007199171,0.1754,0.546,97.75923659164148,96.64424232856918,89.91532232236526,40.97807757166949,5.648964237498441,13.99106780349168,70.81959169289178,263,Good
Route option 748,747,748,8.201172769822275,38.81,184.36,0.7364324052048727,5.740683350836268,0.0502,0.566,90.66223676650596,94.8673968743549,85.27262809854794,44.350758853288355,33.096731728421254,3.824604141291109,70.7951389033735,264,Good
Route option 369,368,369,17.81520030546025,40.04,314.28,0.3187865464042275,12.470341334802189,0.0731,0.577,90.3549748944568,90.92330390644922,65.609085261948,46.20573355817875,85.58260958868185,5.684125050751117,70.7415409987097,265,Good
Route option 833,832,833,6.806628556309426,19.2,115.21,0.9559736509120608,4.764525797129257,0.198,0.563,95.56094027128975,96.96664278515136,88.12488536308082,43.844856661045526,5.506813704172128,15.8262281770199,70.64770206353575,266,Good
Route option 756,755,756,15.234720777899598,28.74,268.99,0.5321710053474646,10.664048957259421,0.0672,0.589,93.17778721490845,92.298211314981,70.88693260959354,48.22934232715008,58.76641971543693,5.205034510759236,70.59969502088794,267,Good
Route option 209,208,209,15.318693292632991,96.38,793.91,0.4614184785240361,10.722828308797006,0.0308,0.762,76.28088231620495,76.36276426515768,70.71518386699464,77.40303541315346,67.65794444364417,2.249289484368657,70.56639128423473,268,Good
Route option 919,918,919,21.708830653666848,62.39,603.27,0.2287142009511459,15.195817256551953,0.0631,0.683,84.77180185356349,82.15018639725079,57.64545432184113,64.08094435075886,96.9020708557316,4.872107186358101,70.54576254566598,269,Good
Route option 337,336,337,23.35558893882156,28.12,343.61,0.3465356219426341,16.348520429106163,0.1374,0.645,93.33266718293322,90.0329079185438,54.27734434278887,57.672849915682974,82.0953618194201,10.905399918798215,70.53182726701114,270,Good
Route option 936,935,936,9.198743896051958,18.02,131.94,0.749493194987928,6.4389664033155825,0.1577,0.525,95.85571182333692,96.45875581352989,83.2322987464154,37.43676222596966,31.455372182128734,12.553796183516042,70.53154768655983,271,Good
Route option 31,30,31,10.706784005227266,23.5,147.98,0.6721019247412336,7.494569179907693,0.0408,0.544,94.48677275111788,95.97181576422872,80.14790865327721,40.6408094435076,41.18119292720478,3.0613073487616735,70.52804141524872,272,Good
Route option 753,752,753,13.73534398289881,29.74,242.74,0.6051651016292112,9.61451035524826,0.1301,0.58,92.92798081486848,93.0951050989059,73.9536036511952,46.71163575042158,49.59319522096738,10.312626877791313,70.5102961116243,273,Good
Route option 709,708,709,1.8600658049648169,7.19,48.88,0.8933530787195161,1.3020148578399948,0.2442,0.423,98.56111513576978,98.98027953516046,98.24207591557696,20.236087689713322,13.376389408995212,19.577750710515634,70.43254192744826,274,Good
Route option 450,449,450,17.779950962900955,28.5,310.05,0.380191921868197,12.44566738637585,0.1356,0.563,93.23774075091804,91.05171764763026,65.68118064078973,43.844856661045526,77.86574859592447,10.759236703207472,70.37169486686902,275,Good
Route option 117,116,117,22.5758475000491,84.11,489.51,0.4770128332277988,15.802714503398885,0.0117,0.8,79.34600684469537,85.60369637284306,55.872147262370575,83.81112984822936,65.69818983565713,0.6983353633779945,70.32493918048081,276,Good
Route option 394,393,394,7.987113060013528,31.09,305.24,0.8668592877165895,5.590845145170649,0.0312,0.608,92.59074217481452,91.19773894670375,85.71044380666939,51.433389544688026,16.705884600514942,2.2817701989443773,70.25666205490732,277,Good
Route option 320,319,320,21.140032688011743,45.71,459.95,0.4104206685942272,14.79766822310627,0.0214,0.688,88.93857260623018,86.50107466818862,58.80881516323358,64.92411467116357,74.06687863205757,1.4859926918392208,70.2559436777226,278,Good
Route option 59,58,59,32.89769989039675,67.27,410.47,0.3267619521446104,23.02783801074604,0.0146,0.857,83.55274662136844,88.003181503564,34.76089228850035,93.42327150084319,84.58033418535845,0.9338205440519692,70.19078744301866,279,Good
Route option 57,56,57,23.65248248902975,32.86,426.4,0.2840780401709106,16.55634093337872,0.0591,0.646,92.14858484674377,87.51958081869073,53.670108819405115,57.84148397976392,89.94445439208863,4.547300040600894,70.14126757512987,280,Good
Route option 515,514,515,31.703033043567302,37.55,602.34,0.275247856182871,22.191591260448828,0.1038,0.796,90.97699283055631,82.17841920559556,37.204340950470275,83.13659359190557,91.0541504384251,8.177019894437679,70.07375240179346,281,Good
Route option 232,231,232,3.358998962939319,5.37,49.09,0.9421396331996156,2.3512429213754897,0.314,0.44,99.01576278384252,98.97390438488907,95.1763122435078,23.10286677908938,7.245345401953583,25.245635403978895,69.99940116083545,282,Good
Route option 595,594,595,8.000922105631174,15.92,125.63,0.8232043151392301,5.600511245433754,0.1773,0.511,96.38030526342085,96.65031390025621,85.68220020542854,35.075885328836435,22.19203874380791,14.145351197726356,69.96832238412695,283,Good
Route option 583,582,583,25.65111358821198,50.29,396.81,0.3029977623005704,17.955349172512264,0.0585,0.698,87.79445929404712,88.41786984978933,49.582314386983334,66.61045531197301,87.5667982896217,4.498578968737314,69.94174426530678,284,Good
Route option 364,363,364,24.81402419608255,36.09,302.51,0.2929444594032713,17.369400641560485,0.1078,0.633,91.34171017461466,91.28061590023194,51.294410910441876,55.64924114671164,88.8302046345933,8.501827040194886,69.7860279873912,285,Good
Route option 566,565,566,15.46923420834922,24.36,179.57,0.7411115024439281,10.828204424229156,0.0789,0.62,94.27193924708351,95.01281101625966,70.4072829655385,53.45699831365936,32.508705962068404,6.155095412099067,69.70879582359693,286,Good
Route option 874,873,874,21.552951703908366,52.85,588.58,0.2760321925212955,15.086704606844448,0.0557,0.657,87.15495490994479,82.59614333766439,57.964273088953874,59.69645868465431,90.95558228458746,4.271213966707268,69.68969858548527,287,Good
Route option 776,775,776,22.207984108263993,117.19,776.03,0.3004193449823007,15.545216300657243,0.0254,0.805,71.08241113137319,76.90556277397967,56.6245371983854,84.65430016863407,87.89082998678282,1.8107998375964274,69.56421210495184,288,Good
Route option 546,545,546,24.89376267369333,50.16,489.86,0.3408317457239765,17.425216238145115,0.0391,0.708,87.82693412605231,85.59307112239074,51.13132203177862,68.29679595278246,82.81217235215762,2.9232643118148607,69.55357119899627,289,Good
Route option 547,546,547,4.804817398908648,8.56,109.55,0.829220709682873,3.36329157059339,0.2092,0.432,98.21888036771502,97.13846826389478,92.21918395942052,21.753794266441822,21.435953791634333,16.735688185140077,69.45740435788589,290,Good
Route option 671,670,671,32.59679759709337,53.3,556.88,0.243829638338839,22.81721145356005,0.0368,0.801,87.0425420299268,83.5584874500613,35.37632688259417,83.9797639123103,95.00250215699451,2.7365002030044665,69.39731562495791,291,Good
Route option 471,470,471,12.15973706905727,22.58,114.12,0.7787157510839429,8.511611948933055,0.1696,0.549,94.71659463915466,96.99973285084577,77.17618793536953,41.48397976391232,27.782950972387578,13.52009744214373,69.38840840397087,292,Good
Route option 617,616,617,18.651462021220965,38.61,368.65,0.4578083150555878,13.055710506181484,0.0505,0.611,90.71219804651395,89.27274714332552,63.89868158258324,51.93929173693086,68.11163647690097,3.8489646772229,69.36312966255112,293,Good
Route option 77,76,77,12.701014357695424,26.46,233.61,0.6433009306866194,8.890496970171084,0.1457,0.536,93.74734580699958,93.37227234641959,76.06911505543849,39.29173693086005,44.800636109391654,11.579374746244419,69.35858212896686,294,Good
Route option 522,521,522,7.587321340997971,25.36,218.57,0.9460288686417792,5.310997649017418,0.0759,0.574,94.02213284704354,93.82885453728551,86.5281366584362,45.699831365935914,6.7565821780743995,5.911490052781161,69.31343063510855,295,Good
Route option 103,102,103,8.739786318932053,44.77,395.13,0.7847424287464266,6.117703799093005,0.0655,0.591,89.17339062226775,88.4688710519605,84.17100335740449,48.566610455311974,27.02557373272178,5.0669914738124255,69.24043221222198,296,Good
Route option 392,391,392,9.176149883238889,13.05,119.19,0.8084852651120495,6.4231509733978225,0.0712,0.508,97.09724963153555,96.84581850857913,83.27851021576616,34.5699831365936,24.0417931365946,5.529841656516444,69.20290920576848,297,Good
Route option 299,298,299,6.293261952403878,11.72,157.16,0.9879318128135236,4.405177786956829,0.2358,0.516,97.42949214358872,95.69313062379328,89.17487259989257,35.91905564924115,1.49060679860034,18.8956557044255,69.1958972983791,298,Good
Route option 565,564,565,20.740790848999215,96.83,631.04,0.3515921167196834,14.518205633730025,0.0307,0.732,76.16846943618695,81.30714866850433,59.62538334701348,72.34401349072513,81.45990821278937,2.2411693057247266,69.12832144240184,299,Good
Route option 240,239,240,12.735998325567367,19.69,178.9,0.6701478003160086,8.914985160768365,0.0483,0.531,95.43853513527016,95.03315078141127,75.99756244668069,38.44856661045532,41.42676925400148,3.670320747056436,69.1096340798505,300,Good
Route option 903,902,903,1.000570103012941,4.35,15.4,0.9997930178064742,0.7003822859148712,0.5607,0.36,99.27056531188329,99.99666063557213,100.0,9.612141652613827,0.0,45.278116118554614,69.03977932594158,301,Good
Route option 660,659,660,33.2103206263363,42.73,413.49,0.2442798313744761,23.246667281181374,0.0229,0.759,89.68299567834927,87.9115007710896,34.12148999742415,76.89713322091063,94.94592605026656,1.6077953714981732,69.00368080702751,302,Good
Route option 102,101,102,27.118414495060858,37.33,552.76,0.4547615734446435,18.982435190942386,0.0783,0.755,91.03195023856512,83.68356182681448,46.581248067061445,76.22259696458686,68.49452284987498,6.106374340235486,68.98770482475791,303,Good
Route option 148,147,148,18.532115000946646,81.04,574.62,0.2661906427896572,12.972169594230236,0.0122,0.631,80.11291249281807,83.01993904142026,64.14278169950981,55.31197301854975,92.1923774455734,0.7389362565976453,68.98084489282229,304,Good
Route option 846,845,846,18.49893680572464,76.23,565.51,0.4596432877847409,12.948945414193128,0.0259,0.692,81.31448127701032,83.29649913176524,64.21064096666615,65.59865092748734,67.88103403583807,1.8514007308160785,68.97525994904373,305,Good
Route option 774,773,774,23.5235786497304,34.05,342.96,0.513905680746177,16.466110408441164,0.0285,0.685,91.8513152306962,90.0526405265267,53.93375547076628,64.41821247892075,61.06183717475094,2.0625253755582627,68.9571825011733,306,Good
Route option 116,115,116,8.453109877891372,17.01,199.14,0.8542805307318659,5.917035099829047,0.0555,0.527,96.10801628737728,94.41870772668213,84.75734185682646,37.77403035413155,18.28666671249378,4.254973609419408,68.89090168956515,307,Good
Route option 692,691,692,30.161452070378395,42.14,422.17,0.2371469243862498,21.112510441749855,0.0464,0.704,89.83038145437287,87.64799455987176,40.357332076199974,67.62225969645868,95.84232398426677,3.5160373528217623,68.86949442725842,308,Good
Route option 834,833,834,15.155362006549115,39.23,449.46,0.5854427540311531,10.60849914868681,0.0994,0.6,90.55731807848917,86.8195286031742,71.0492448761359,50.084317032040474,52.07171788637082,7.819732034104751,68.85270235211706,309,Good
Route option 562,561,562,35.64723738606821,49.97,545.82,0.2404774829412654,24.95246812974343,0.0785,0.817,87.8743973420599,83.89424536435502,29.137271165452912,86.67790893760541,95.42377011657852,6.122614697523346,68.8221358667013,310,Good
Route option 278,277,278,25.807036915264938,106.4,462.78,0.244997355452138,18.0644928855814,0.0279,0.743,73.77782218780446,86.4151619288169,49.26340485511797,74.19898819561553,94.85575424487598,2.0138043036946818,68.78051131589919,311,Good
Route option 768,767,768,12.85277141153157,18.3,192.6,0.7722136660073955,8.996724361884477,0.1554,0.548,95.78576603132572,94.61724812084856,75.75872679018735,41.315345699831376,28.600073029205543,12.367032074705648,68.76171257460379,312,Good
Route option 95,94,95,15.0697599461442,50.06,549.38,0.444956736385665,10.548579142517445,0.0196,0.587,87.85191476605631,83.78617138832558,71.22432652380476,47.89207419898819,69.72670430091372,1.3398294762484777,68.751775605529,313,Good
Route option 898,897,898,14.841148892130182,25.5,245.83,0.7546379748411935,10.38855524003065,0.1509,0.592,93.98715995103795,93.00129931634102,71.69190405433102,48.735244519392914,30.808823721737276,12.001624035728788,68.7486803448973,314,Good
Route option 775,774,775,27.78227995958245,53.71,406.06,0.5241720986394229,19.44712987868238,0.0183,0.787,86.94012140591043,88.1370596592634,45.22344594396887,81.61888701517708,59.77164850352913,1.2342671538773855,68.6839533101092,315,Good
Route option 283,282,283,24.152174395319165,63.78,425.13,0.3560437777890907,16.906116884635196,0.0617,0.681,84.42457095750794,87.55813529890347,52.64809040225356,63.74367622259698,80.90046452565416,4.758424685343078,68.63526678319764,316,Good
Route option 280,279,280,4.475678590554898,13.44,135.78,0.994216789210187,3.132899926585699,0.0693,0.492,96.99982513551998,96.34218163713858,92.89237061644438,31.871838111298484,0.7007689573795749,5.37555826228177,68.60471643975455,317,Good
Route option 527,526,527,11.324543229492956,36.79,353.9,0.7760813236313131,7.926990272975877,0.0529,0.588,91.1668456945867,89.72052555524522,78.88440749062457,48.06070826306914,28.114021506422116,4.043848964677224,68.52431237411241,318,Good
